,Date_ID,Total_Value_Binned_Encoded,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region
609,57,1,10,31,4,2005,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,23,24,32,11,20,39,36,3,35,17,7,22,24,20,30,15,11,36,22,6,28,18,9,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
610,58,1,11,30,4,2005,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,13,15,22,26,22,37,31,5,39,26,0,15,15,14,34,29,27,33,32,14,36,25,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
611,59,1,12,31,4,2005,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6,8,3,14,32,24,31,24,25,39,35,0,8,8,4,33,37,20,19,10,21,33,35,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
612,60,1,1,31,1,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7,9,6,40,31,19,36,36,26,40,34,0,10,12,6,40,35,17,38,29,27,39,32,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
613,61,1,2,28,1,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,7,3,20,30,18,27,31,26,33,34,0,4,4,3,14,35,28,8,33,31,15,34,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
614,62,1,3,31,1,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11,10,16,31,22,8,15,6,18,22,30,0,13,12,13,16,26,25,7,22,22,10,29,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
615,63,1,4,30,2,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20,20,20,29,14,13,28,24,5,31,20,0,22,22,22,36,15,9,10,23,11,12,18,2,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
616,64,1,5,31,2,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,27,26,29,29,4,1,38,35,0,39,13,10,27,26,31,28,12,6,33,29,8,39,14,13,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
617,65,1,6,30,2,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,36,36,27,1,2,37,27,0,36,5,16,34,36,36,29,1,1,31,11,0,34,5,19,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
618,66,1,7,31,3,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,40,40,36,29,0,0,37,26,0,36,0,21,40,40,40,31,2,0,27,7,0,25,0,26,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
619,67,1,8,31,3,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,34,33,32,9,0,0,35,22,0,25,7,16,36,36,36,17,0,0,15,3,0,7,4,21,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
620,68,1,9,30,3,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,28,28,24,13,0,1,36,28,0,36,12,6,28,29,29,20,11,8,33,34,0,30,11,11,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
621,69,1,10,31,4,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21,23,19,14,10,14,40,38,6,39,19,0,20,21,20,7,20,30,35,35,15,31,21,3,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
622,70,1,11,30,4,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17,19,17,36,11,4,31,17,4,37,23,0,13,12,13,8,31,33,40,38,22,38,27,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
623,71,1,12,31,4,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10,11,6,38,29,12,26,17,15,37,31,0,10,10,5,39,31,16,25,14,25,28,31,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
624,72,1,1,31,1,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,5,7,33,29,13,24,16,19,35,37,0,4,2,7,35,34,18,23,10,29,29,38,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
625,73,1,2,28,1,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,6,1,2,30,18,16,9,25,22,37,0,1,3,0,1,37,33,8,35,33,26,37,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
626,74,1,3,31,1,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,9,4,11,9,31,25,29,30,16,34,32,0,13,8,14,25,29,24,26,34,21,28,28,1,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
627,75,1,4,30,2,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,17,22,10,30,30,34,33,7,36,23,3,19,17,20,10,23,31,15,20,12,16,21,3,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
628,76,1,5,31,2,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25,25,32,18,7,10,23,11,0,19,15,11,26,26,28,20,13,8,25,26,9,21,14,11,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
629,77,1,6,30,2,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,34,31,35,24,1,2,32,16,0,29,7,17,32,32,32,19,8,4,39,26,6,38,8,18,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
630,78,1,7,31,3,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,38,32,10,0,0,37,25,0,37,3,17,40,40,40,30,0,0,24,8,0,21,0,26,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
631,79,1,8,31,3,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,34,33,33,11,0,0,36,27,0,36,6,16,34,34,34,9,5,0,23,13,0,28,7,20,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
632,80,1,9,30,3,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,29,28,29,24,2,2,33,15,0,24,11,12,28,28,28,17,10,9,19,10,5,22,12,14,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
633,81,1,10,31,4,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,23,22,35,6,2,37,31,2,33,17,5,23,23,21,34,14,5,31,21,8,26,18,8,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
634,82,1,11,30,4,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,14,13,8,30,27,34,21,18,38,27,0,13,12,12,15,28,25,18,10,20,31,26,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
635,83,1,12,31,4,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5,8,5,7,32,28,36,34,26,40,35,0,3,7,0,5,39,33,32,30,29,38,37,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
636,84,1,1,31,1,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5,4,8,37,31,16,29,25,25,37,36,0,2,0,4,23,33,21,14,14,30,28,38,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
637,85,1,2,29,1,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,5,5,17,32,27,31,35,26,38,35,0,2,2,4,4,38,31,8,31,33,19,36,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
638,86,1,3,31,1,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7,8,5,3,32,29,35,37,26,38,34,0,11,10,10,6,37,32,12,20,33,23,30,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
639,87,1,4,30,2,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20,19,20,30,15,14,26,18,9,19,20,1,19,18,20,7,21,29,3,16,14,2,21,3,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
640,88,1,5,31,2,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,24,22,8,5,2,28,16,0,35,16,1,25,25,25,9,12,6,12,8,10,14,15,7,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
641,89,1,6,30,2,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,34,35,31,24,0,0,39,34,0,40,7,15,31,33,33,14,8,6,39,29,5,40,8,17,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
642,90,1,7,31,3,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,39,39,31,20,0,0,38,32,0,39,0,18,37,39,32,13,8,0,38,32,3,39,1,21,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
643,91,1,8,31,3,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,38,29,15,0,0,36,26,0,32,3,14,36,35,37,18,7,0,34,30,2,24,3,21,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
644,92,1,9,30,3,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,29,28,30,23,3,4,31,16,0,31,11,11,28,28,27,18,6,2,15,8,1,9,11,11,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
645,93,1,10,31,4,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21,21,19,16,12,28,33,20,7,33,19,0,22,22,22,25,14,12,21,16,10,16,18,4,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
646,94,1,11,30,4,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,15,17,24,24,18,29,15,13,33,26,0,15,16,15,35,24,17,26,11,17,26,24,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
647,95,1,12,31,4,2008,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5,6,9,7,32,26,38,35,22,40,36,0,0,1,6,0,39,35,32,40,27,40,40,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
648,96,1,1,31,1,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0,2,32,25,25,22,26,38,40,0,0,0,1,3,39,29,14,20,33,28,40,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
649,97,1,2,28,1,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5,7,5,27,29,16,24,27,26,27,33,0,3,3,4,8,30,28,3,36,32,5,33,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
650,98,1,3,31,1,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10,9,12,21,21,9,17,9,20,21,31,0,10,4,11,2,25,27,8,33,25,9,32,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
651,99,1,4,30,2,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,20,25,28,12,7,32,30,5,34,21,5,19,20,20,11,18,23,15,27,14,10,21,5,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
652,100,1,5,31,2,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,25,27,9,6,3,34,27,0,36,16,5,24,25,25,5,14,20,16,9,9,19,15,7,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
653,101,1,6,30,2,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,32,30,32,13,2,7,34,20,0,31,9,14,31,29,31,10,9,19,23,6,0,22,9,17,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
654,102,1,7,31,3,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,38,28,8,0,0,39,34,0,40,3,15,35,37,31,7,1,14,38,26,0,38,4,19,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
655,103,1,8,31,3,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,37,34,33,24,0,0,32,14,0,32,5,19,35,35,35,13,3,0,30,25,0,28,5,20,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
656,104,1,9,30,3,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,28,28,24,15,2,2,23,7,0,24,12,7,31,29,30,37,7,7,9,4,5,3,8,16,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
657,105,1,10,31,4,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,20,21,16,6,11,25,35,24,2,39,21,0,19,21,17,4,20,30,34,38,10,39,21,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
658,106,1,11,30,4,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17,20,15,35,13,6,24,9,9,21,23,0,17,20,15,40,20,9,23,0,15,5,23,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
659,107,1,12,31,4,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7,9,4,20,32,21,33,29,22,37,34,0,1,3,0,1,37,27,13,28,24,23,39,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
660,108,1,1,31,1,2010,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6,8,6,39,29,14,23,18,22,32,35,0,5,4,4,36,31,19,17,18,26,16,36,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
661,109,1,2,28,1,2010,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,9,8,3,39,28,16,15,9,24,24,30,0,7,10,1,31,24,14,0,1,28,1,30,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
662,110,1,3,31,1,2010,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,14,13,14,40,18,7,15,5,15,11,27,0,16,16,16,40,18,8,1,0,16,0,24,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
